speccode,species,Family,lmax,a,b
46316,Hyphessobrycon haraldschultzi,Characidae,5,0.018058333333333332,3.0901666666666667
46321,Hyphessobrycon hasemani,Characidae,5,0.0134,2.95
59746,Hyphessobrycon heliacus,Characidae,5,0.018058333333333332,3.0901666666666667
10654,Hyphessobrycon herbertaxelrodi,Characidae,5,0.018058333333333332,3.0901666666666667
52667,Hyphessobrycon heteresthes,Characidae,5,0.018058333333333332,3.0901666666666667
10655,Hyphessobrycon heterorhabdus,Characidae,5,0.018058333333333332,3.0901666666666667
62653,Hyphessobrycon hexastichos,Characidae,5,0.018058333333333332,3.0901666666666667
51010,Hyphessobrycon hildae,Characidae,5,0.018058333333333332,3.0901666666666667
53449,Hyphessobrycon igneus,Characidae,5,0.018058333333333332,3.0901666666666667
50998,Hyphessobrycon iheringi,Characidae,5,0.018058333333333332,3.0901666666666667
26459,Hyphessobrycon inconstans,Characidae,5,0.018058333333333332,3.0901666666666667
64516,Hyphessobrycon isiri,Characidae,5,0.018058333333333332,3.0901666666666667
61050,Hyphessobrycon itaparicensis,Characidae,5,0.018058333333333332,3.0901666666666667
67525,Hyphessobrycon jackrobertsi,Characidae,5,0.018058333333333332,3.0901666666666667
67883,Hyphessobrycon kayabi,Characidae,5,0.018058333333333332,3.0901666666666667
63861,Hyphessobrycon khardinae,Characidae,5,0.018058333333333332,3.0901666666666667
61914,Hyphessobrycon langeanii,Characidae,5,0.018058333333333332,3.0901666666666667
50996,Hyphessobrycon latus,Characidae,5,0.018058333333333332,3.0901666666666667
12381,Hyphessobrycon loretoensis,Characidae,5,0.018058333333333332,3.0901666666666667
46320,Hyphessobrycon loweae,Characidae,5,0.018058333333333332,3.0901666666666667
53317,Hyphessobrycon maculicauda,Characidae,5,0.018058333333333332,3.0901666666666667
69385,Hyphessobrycon margitae,Characidae,5,0.018058333333333332,3.0901666666666667
65841,Hyphessobrycon mavro,Characidae,5,0.018058333333333332,3.0901666666666667
10658,Hyphessobrycon megalopterus,Characidae,5,0.018058333333333332,3.0901666666666667
62884,Hyphessobrycon melanostichos,Characidae,5,0.018058333333333332,3.0901666666666667
53318,Hyphessobrycon melasemeion,Characidae,5,0.018058333333333332,3.0901666666666667
51015,Hyphessobrycon melazonatus,Characidae,5,0.018058333333333332,3.0901666666666667
53320,Hyphessobrycon meridionalis,Characidae,5,0.0219,3.08
51017,Hyphessobrycon metae,Characidae,5,0.018058333333333332,3.0901666666666667
46291,Hyphessobrycon micropterus,Characidae,5,0.018058333333333332,3.0901666666666667
46306,Hyphessobrycon milleri,Characidae,5,0.018058333333333332,3.0901666666666667
51002,Hyphessobrycon minimus,Characidae,5,0.018058333333333332,3.0901666666666667
26463,Hyphessobrycon minor,Characidae,5,0.018058333333333332,3.0901666666666667
59738,Hyphessobrycon moniliger,Characidae,5,0.018058333333333332,3.0901666666666667
67666,Hyphessobrycon montagi,Characidae,5,0.018058333333333332,3.0901666666666667
52560,Hyphessobrycon mutabilis,Characidae,5,0.018058333333333332,3.0901666666666667
68846,Hyphessobrycon natagaima,Characidae,5,0.018058333333333332,3.0901666666666667
58392,Hyphessobrycon negodagua,Characidae,5,0.018058333333333332,3.0901666666666667
65407,Hyphessobrycon nicolasi,Characidae,5,0.018058333333333332,3.0901666666666667
65842,Hyphessobrycon niger,Characidae,5,0.018058333333333332,3.0901666666666667
62161,Hyphessobrycon nigricinctus,Characidae,5,0.018058333333333332,3.0901666666666667
62885,Hyphessobrycon notidanos,Characidae,5,0.018058333333333332,3.0901666666666667
64859,Hyphessobrycon ocasoensis,Characidae,5,0.018058333333333332,3.0901666666666667
64099,Hyphessobrycon oritoensis,Characidae,5,0.018058333333333332,3.0901666666666667
63806,Hyphessobrycon otrynus,Characidae,5,0.018058333333333332,3.0901666666666667
67526,Hyphessobrycon paepkei,Characidae,5,0.018058333333333332,3.0901666666666667
46307,Hyphessobrycon panamensis,Characidae,5,0.018058333333333332,3.0901666666666667
65158,Hyphessobrycon pando,Characidae,5,0.018058333333333332,3.0901666666666667
51000,Hyphessobrycon parvellus,Characidae,5,0.018058333333333332,3.0901666666666667
64836,Hyphessobrycon paucilepis,Characidae,5,0.018058333333333332,3.0901666666666667
12382,Hyphessobrycon peruvianus,Characidae,5,0.018058333333333332,3.0901666666666667
66853,Hyphessobrycon peugeoti,Characidae,5,0.018058333333333332,3.0901666666666667
51001,Hyphessobrycon piabinhas,Characidae,5,0.018058333333333332,3.0901666666666667
69355,Hyphessobrycon pinnistriatus,Characidae,5,0.018058333333333332,3.0901666666666667
68980,Hyphessobrycon piranga,Characidae,5,0.018058333333333332,3.0901666666666667
51024,Hyphessobrycon poecilioides,Characidae,5,0.018058333333333332,3.0901666666666667
52561,Hyphessobrycon procerus,Characidae,5,0.018058333333333332,3.0901666666666667
51009,Hyphessobrycon proteus,Characidae,5,0.018058333333333332,3.0901666666666667
10656,Hyphessobrycon pulchripinnis,Characidae,5,0.018058333333333332,3.0901666666666667
46319,Hyphessobrycon pyrrhonotus,Characidae,5,0.018058333333333332,3.0901666666666667
53321,Hyphessobrycon pytai,Characidae,5,0.018058333333333332,3.0901666666666667
51008,Hyphessobrycon reticulatus,Characidae,5,0.018058333333333332,3.0901666666666667
26461,Hyphessobrycon robustulus,Characidae,5,0.018058333333333332,3.0901666666666667
12383,Hyphessobrycon rosaceus,Characidae,5,0.018058333333333332,3.0901666666666667
28009,Hyphessobrycon roseus,Characidae,5,0.018058333333333332,3.0901666666666667
63717,Hyphessobrycon rutiliflavidus,Characidae,5,0.018058333333333332,3.0901666666666667
58001,Hyphessobrycon saizi,Characidae,5,0.018058333333333332,3.0901666666666667
51003,Hyphessobrycon santae,Characidae,5,0.018058333333333332,3.0901666666666667
50984,Hyphessobrycon savagei,Characidae,5,0.018058333333333332,3.0901666666666667
58002,Hyphessobrycon schauenseei,Characidae,5,0.018058333333333332,3.0901666666666667
10657,Hyphessobrycon scholzei,Characidae,5,0.018058333333333332,3.0901666666666667
62175,Hyphessobrycon scutulatus,Characidae,5,0.018058333333333332,3.0901666666666667
65326,Hyphessobrycon sebastiani,Characidae,5,0.018058333333333332,3.0901666666666667
28011,Hyphessobrycon simulatus,Characidae,5,0.018058333333333332,3.0901666666666667
12385,Hyphessobrycon socolofi,Characidae,5,0.018058333333333332,3.0901666666666667
49017,Hyphessobrycon sovichthys,Characidae,5,0.018058333333333332,3.0901666666666667
12386,Hyphessobrycon stegemanni,Characidae,5,0.018058333333333332,3.0901666666666667
50986,Hyphessobrycon stramineus,Characidae,5,0.018058333333333332,3.0901666666666667
10659,Hyphessobrycon sweglesi,Characidae,5,0.018058333333333332,3.0901666666666667
65535,Hyphessobrycon taguae,Characidae,5,0.018058333333333332,3.0901666666666667
12387,Hyphessobrycon takasei,Characidae,5,0.018058333333333332,3.0901666666666667
66953,Hyphessobrycon taphorni,Characidae,5,0.018058333333333332,3.0901666666666667
51023,Hyphessobrycon taurocephalus,Characidae,5,0.018058333333333332,3.0901666666666667
51012,Hyphessobrycon tenuis,Characidae,5,0.018058333333333332,3.0901666666666667
63127,Hyphessobrycon togoi,Characidae,5,0.018058333333333332,3.0901666666666667
50983,Hyphessobrycon tortuguerae,Characidae,5,0.018058333333333332,3.0901666666666667
51013,Hyphessobrycon tropis,Characidae,5,0.018058333333333332,3.0901666666666667
50999,Hyphessobrycon tukunai,Characidae,5,0.018058333333333332,3.0901666666666667
64837,Hyphessobrycon tuyensis,Characidae,5,0.018058333333333332,3.0901666666666667
67177,Hyphessobrycon uaiso,Characidae,5,0.018058333333333332,3.0901666666666667
26464,Hyphessobrycon vilmae,Characidae,5,0.018058333333333332,3.0901666666666667
63799,Hyphessobrycon vinaceus,Characidae,5,0.018058333333333332,3.0901666666666667
68265,Hyphessobrycon wadai,Characidae,5,0.018058333333333332,3.0901666666666667
57985,Hyphessobrycon wajat,Characidae,5,0.018058333333333332,3.0901666666666667
61917,Hyphessobrycon weitzmanorum,Characidae,5,0.018058333333333332,3.0901666666666667
46318,Hyphessobrycon werneri,Characidae,5,0.018058333333333332,3.0901666666666667
68858,Hyphessobrycon wosiackii,Characidae,5,0.018058333333333332,3.0901666666666667
3757,Hypleurochilus aequipinnis,Blenniidae,7.94548673123385,0.01515,2.9865
16293,Hypleurochilus bananensis,Blenniidae,7.94548673123385,0.01515,2.9865
3758,Hypleurochilus bermudensis,Blenniidae,7.94548673123385,0.0123,3.033
67092,Hypleurochilus brasil,Blenniidae,7.94548673123385,0.01515,2.9865
61240,Hypleurochilus caudovittatus,Blenniidae,7.94548673123385,0.01515,2.9865
52386,Hypleurochilus fissicornis,Blenniidae,7.94548673123385,0.018,2.94
3759,Hypleurochilus geminatus,Blenniidae,7.94548673123385,0.01515,2.9865
9920,Hypleurochilus langi,Blenniidae,7.94548673123385,0.01515,2.9865
59662,Hypleurochilus multifilis,Blenniidae,7.94548673123385,0.01515,2.9865
61241,Hypleurochilus pseudoaequipinnis,Blenniidae,7.94548673123385,0.01515,2.9865
3760,Hypleurochilus springeri,Blenniidae,7.94548673123385,0.01515,2.9865
8724,Hypnos monopterygius,Hypnidae,NA,NA,NA
1305,Hypoatherina barnesi,Atherinidae,14.533333460489908,0.02682,2.9415
66662,Hypoatherina celebesensis,Atherinidae,14.533333460489908,0.02682,2.9415
15269,Hypoatherina crenolepis,Atherinidae,14.533333460489908,0.02682,2.9415
66755,Hypoatherina golanii,Atherinidae,14.533333460489908,0.02682,2.9415
3237,Hypoatherina harringtonensis,Atherinidae,14.533333460489908,0.02682,2.9415
66756,Hypoatherina lunata,Atherinidae,14.533333460489908,0.02682,2.9415
66663,Hypoatherina macrophthalma,Atherinidae,14.533333460489908,0.02682,2.9415
8120,Hypoatherina ovalaua,Atherinidae,14.533333460489908,0.00214,3.27
1307,Hypoatherina temminckii,Atherinidae,14.533333460489908,0.02682,2.9415
15461,Hypoatherina tropicalis,Atherinidae,14.533333460489908,0.02682,2.9415
23372,Hypoatherina tsurugae,Atherinidae,14.533333460489908,0.02682,2.9415
15462,Hypoatherina valenciennei,Atherinidae,14.533333460489908,0.0515,2.613
23371,Hypoatherina woodwardi,Atherinidae,14.533333460489908,0.02682,2.9415
53322,Hypobrycon leptorhynchus,Characidae,6.256666700045268,NA,NA
51575,Hypobrycon maromba,Characidae,6.256666700045268,NA,NA
61051,Hypobrycon poi,Characidae,6.256666700045268,NA,NA
57094,Hypoclinemus mentalis,Achiridae,NA,0.02807,3.099
47607,Hypodoras forficulatus,Doradidae,44.65000009536743,NA,NA
5928,Hypogaleus hyugaensis,Triakidae,NA,NA,NA
53288,Hypomasticus copelandii,Anostomidae,39.15500052769979,0.00925,3.1175
27837,Hypomasticus despaxi,Anostomidae,39.15500052769979,0.0193,2.99
60314,Hypomasticus julii,Anostomidae,39.15500052769979,0.006,3.13
67131,Hypomasticus lineomaculatus,Anostomidae,39.15500052769979,0.01417,3.0663
51874,Hypomasticus megalepis,Anostomidae,39.15500052769979,0.01417,3.0663
53296,Hypomasticus mormyrops,Anostomidae,39.15500052769979,0.01,3.21
52578,Hypomasticus pachycheilus,Anostomidae,39.15500052769979,0.01417,3.0663
61249,Hypoplectrodes cardinalis,Serranidae,27.488198660915682,NA,NA
47008,Hypoplectrodes huntii,Serranidae,27.488198660915682,NA,NA
15093,Hypoplectrodes jamesoni,Serranidae,27.488198660915682,NA,NA
15095,Hypoplectrodes maccullochi,Serranidae,27.488198660915682,NA,NA
14628,Hypoplectrodes nigroruber,Serranidae,27.488198660915682,NA,NA
59849,Hypoplectrodes semicinctum,Serranidae,27.488198660915682,NA,NA
15099,Hypoplectrodes wilsoni,Serranidae,27.488198660915682,NA,NA
47862,Hypoplectrus aberrans,Serranidae,27.488198660915682,0.00995,3.1109999999999998
67258,Hypoplectrus atlahua,Serranidae,27.488198660915682,0.00995,3.1109999999999998
66548,Hypoplectrus castroaguirrei,Serranidae,27.488198660915682,0.00995,3.1109999999999998
12765,Hypoplectrus chlorurus,Serranidae,27.488198660915682,0.00995,3.1109999999999998
66622,Hypoplectrus ecosur,Serranidae,27.488198660915682,0.00995,3.1109999999999998
66621,Hypoplectrus floridae,Serranidae,27.488198660915682,0.00995,3.1109999999999998
47813,Hypoplectrus gemma,Serranidae,27.488198660915682,0.00995,3.1109999999999998
16533,Hypoplectrus gummigutta,Serranidae,27.488198660915682,0.00995,3.1109999999999998
16534,Hypoplectrus guttavarius,Serranidae,27.488198660915682,0.00995,3.1109999999999998
12766,Hypoplectrus indigo,Serranidae,27.488198660915682,0.00995,3.1109999999999998
68993,Hypoplectrus liberte,Serranidae,27.488198660915682,0.00995,3.1109999999999998
66374,Hypoplectrus maculiferus,Serranidae,27.488198660915682,0.00995,3.1109999999999998
66319,Hypoplectrus maya,Serranidae,27.488198660915682,0.00995,3.1109999999999998
16535,Hypoplectrus nigricans,Serranidae,27.488198660915682,0.00995,3.1109999999999998
57460,Hypoplectrus providencianus,Serranidae,27.488198660915682,0.00995,3.1109999999999998
12759,Hypoplectrus puella,Serranidae,27.488198660915682,0.009,3.04
66320,Hypoplectrus randallorum,Serranidae,27.488198660915682,0.00995,3.1109999999999998
3329,Hypoplectrus unicolor,Serranidae,27.488198660915682,0.0109,3.182
10646,Hypopleuron caninum,Ophidiidae,NA,NA,NA
28034,Hypopomus artedi,Hypopomidae,NA,NA,NA
15142,Hypopterus macropterus,Latidae,35.39999961853027,NA,NA
65570,Hypoptopoma baileyi,Loricariidae,43.40749979019165,0.01599,3.115
65573,Hypoptopoma bianale,Loricariidae,43.40749979019165,0.01599,3.115
65571,Hypoptopoma brevirostratum,Loricariidae,43.40749979019165,0.01599,3.115
65574,Hypoptopoma elongatum,Loricariidae,43.40749979019165,0.01599,3.115
48312,Hypoptopoma guianense,Loricariidae,43.40749979019165,0.01599,3.115
50484,Hypoptopoma gulare,Loricariidae,43.40749979019165,0.01599,3.115
65575,Hypoptopoma incognitum,Loricariidae,43.40749979019165,0.01599,3.115
50486,Hypoptopoma inexspectatum,Loricariidae,43.40749979019165,0.01599,3.115
65576,Hypoptopoma machadoi,Loricariidae,43.40749979019165,0.01599,3.115
65572,Hypoptopoma muzuspi,Loricariidae,43.40749979019165,0.01599,3.115
50488,Hypoptopoma psilogaster,Loricariidae,43.40749979019165,0.01599,3.115
50505,Hypoptopoma steindachneri,Loricariidae,43.40749979019165,0.01599,3.115
50506,Hypoptopoma thoracatum,Loricariidae,43.40749979019165,0.01599,3.115
488,Hypoptychus dybowskii,Hypoptychidae,NA,NA,NA
67130,Hypopygus benoneae,Hypopomidae,NA,NA,NA
66341,Hypopygus hoedemani,Hypopomidae,NA,NA,NA
66342,Hypopygus isbruckeri,Hypopomidae,NA,NA,NA
28035,Hypopygus lepturus,Hypopomidae,NA,NA,NA
66343,Hypopygus minissimus,Hypopomidae,NA,NA,NA
47924,Hypopygus neblinae,Hypopomidae,NA,NA,NA
66344,Hypopygus nijsseni,Hypopomidae,NA,NA,NA
66345,Hypopygus ortegai,Hypopomidae,NA,NA,NA
7505,Hyporhamphus acutus,Hemiramphidae,27.166666666666668,0.0034,4.11
7710,Hyporhamphus affinis,Hemiramphidae,27.166666666666668,6.8e-4,3.57549
12725,Hyporhamphus australis,Hemiramphidae,27.166666666666668,0.00377525,3.297775833333333
16813,Hyporhamphus balinensis,Hemiramphidae,27.166666666666668,0.00377525,3.297775833333333
57247,Hyporhamphus brederi,Hemiramphidae,27.166666666666668,0.00377525,3.297775833333333
7711,Hyporhamphus capensis,Hemiramphidae,27.166666666666668,0.00377525,3.297775833333333
65996,Hyporhamphus collettei,Hemiramphidae,27.166666666666668,0.00377525,3.297775833333333
12895,Hyporhamphus dussumieri,Hemiramphidae,36,0.00377525,3.297775833333333
53536,Hyporhamphus erythrorinchus,Hemiramphidae,27.166666666666668,0.00377525,3.297775833333333
53427,Hyporhamphus gamberur,Hemiramphidae,27.166666666666668,0.00377525,3.297775833333333
16952,Hyporhamphus gernaerti,Hemiramphidae,27.166666666666668,0.00377525,3.297775833333333
13743,Hyporhamphus gilli,Hemiramphidae,27.166666666666668,0.00377525,3.297775833333333
13135,Hyporhamphus ihi,Hemiramphidae,27.166666666666668,0.00377525,3.297775833333333
7712,Hyporhamphus improvisus,Hemiramphidae,27.166666666666668,0.00377525,3.297775833333333
12985,Hyporhamphus intermedius,Hemiramphidae,27.166666666666668,0.002235,2.8875
8313,Hyporhamphus limbatus,Hemiramphidae,25,0.00328,2.945
53540,Hyporhamphus meeki,Hemiramphidae,27.166666666666668,0.003,3.009
14582,Hyporhamphus melanochir,Hemiramphidae,27.166666666666668,0.00377525,3.297775833333333
16815,Hyporhamphus melanopterus,Hemiramphidae,27.166666666666668,0.00377525,3.297775833333333
53538,Hyporhamphus mexicanus,Hemiramphidae,27.166666666666668,0.004,2.9459999999999997
61365,Hyporhamphus naos,Hemiramphidae,27.166666666666668,0.016,4.05
16817,Hyporhamphus neglectissimus,Hemiramphidae,27.166666666666668,0.00377525,3.297775833333333
16816,Hyporhamphus neglectus,Hemiramphidae,27.166666666666668,0.007,2.86
7506,Hyporhamphus pacificus,Hemiramphidae,27.166666666666668,0.00377525,3.297775833333333
17035,Hyporhamphus paucirastris,Hemiramphidae,27.166666666666668,0.00377525,3.297775833333333
9010,Hyporhamphus picarti,Hemiramphidae,27.166666666666668,0.00377525,3.297775833333333
8262,Hyporhamphus quoyi,Hemiramphidae,27.166666666666668,0.0015,3.199
17081,Hyporhamphus regularis,Hemiramphidae,27.166666666666668,0.00377525,3.297775833333333
7538,Hyporhamphus roberti,Hemiramphidae,27.166666666666668,6e-4,3.54
3159,Hyporhamphus rosae,Hemiramphidae,27.166666666666668,0.00377525,3.297775833333333
305,Hyporhamphus sajori,Hemiramphidae,27.166666666666668,0.00101,3.255
28131,Hyporhamphus sindensis,Hemiramphidae,20.5,0.00377525,3.297775833333333
13745,Hyporhamphus snyderi,Hemiramphidae,27.166666666666668,0.00377525,3.297775833333333
17037,Hyporhamphus taiwanensis,Hemiramphidae,27.166666666666668,0.00377525,3.297775833333333
46438,Hyporhamphus unicuspis,Hemiramphidae,27.166666666666668,0.00377525,3.297775833333333
1060,Hyporhamphus unifasciatus,Hemiramphidae,27.166666666666668,0.002598,3.19632
25044,Hyporhamphus xanthopterus,Hemiramphidae,27.166666666666668,0.00377525,3.297775833333333
17039,Hyporhamphus yuri,Hemiramphidae,27.166666666666668,0.00377525,3.297775833333333
9205,Hyporthodus acanthistius,Serranidae,29.100000381469727,0.010374999999999999,3.02
7339,Hyporthodus darwinensis,Serranidae,29.100000381469727,0.018981333333333333,3.019761111111111
7342,Hyporthodus ergastularius,Serranidae,29.100000381469727,0.018981333333333333,3.019761111111111
9228,Hyporthodus exsul,Serranidae,29.100000381469727,0.018981333333333333,3.019761111111111
1205,Hyporthodus flavolimbatus,Serranidae,29.100000381469727,0.05,2.8
9262,Hyporthodus haifensis,Serranidae,29.100000381469727,0.009,3.142
1206,Hyporthodus mystacinus,Serranidae,29.100000381469727,0.018981333333333333,3.019761111111111
1207,Hyporthodus nigritus,Serranidae,29.100000381469727,0.0201,2.98
9594,Hyporthodus niphobles,Serranidae,29.100000381469727,0.00897,3
1208,Hyporthodus niveatus,Serranidae,29.100000381469727,0.033342000000000004,2.8938
7355,Hyporthodus octofasciatus,Serranidae,29.100000381469727,0.016675,2.9955499999999997
7356,Hyporthodus perplexus,Serranidae,29.100000381469727,0.018981333333333333,3.019761111111111
6371,Hyporthodus quernus,Serranidae,29.100000381469727,0.01905,2.9985
6574,Hyporthodus septemfasciatus,Serranidae,29.100000381469727,0.00332,3.348
48870,Hypostomus affinis,Loricariidae,24.030000686645508,0.012,2.8833333333333333
48871,Hypostomus agna,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48872,Hypostomus alatus,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48874,Hypostomus albopunctatus,Loricariidae,24.030000686645508,0.0096475,3.06525
48875,Hypostomus ancistroides,Loricariidae,24.030000686645508,0.0225,2.98
48877,Hypostomus angipinnatus,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
49926,Hypostomus annectens,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
66888,Hypostomus arecuta,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48879,Hypostomus argus,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48880,Hypostomus asperatus,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48881,Hypostomus aspilogaster,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48883,Hypostomus atropinnis,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48884,Hypostomus auroguttatus,Loricariidae,24.030000686645508,0.015,2.84
67516,Hypostomus basilisko,Loricariidae,24.030000686645508,0.0117,3.38
48886,Hypostomus bolivianus,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48887,Hypostomus borellii,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48888,Hypostomus boulengeri,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48889,Hypostomus brevicauda,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48891,Hypostomus brevis,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
67118,Hypostomus careopinnatus,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48894,Hypostomus carinatus,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48896,Hypostomus carvalhoi,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
63801,Hypostomus chrysostiktos,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
49895,Hypostomus cochliodon,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
23467,Hypostomus commersoni,Loricariidae,24.030000686645508,0.03173,2.842
48150,Hypostomus coppenamensis,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48151,Hypostomus corantijni,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
69048,Hypostomus cordovae,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48152,Hypostomus crassicauda,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
67313,Hypostomus dardanelos,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
66851,Hypostomus delimai,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
64675,Hypostomus denticulatus,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48905,Hypostomus derbyi,Loricariidae,24.030000686645508,0.0173,3.1
57602,Hypostomus dlouhyi,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
50032,Hypostomus eptingi,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
62724,Hypostomus ericae,Loricariidae,24.030000686645508,0.0275,2.7062
62621,Hypostomus ericius,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
64677,Hypostomus faveolus,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48906,Hypostomus fluviatilis,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
58412,Hypostomus fonchii,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48907,Hypostomus francisci,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48908,Hypostomus garmani,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48910,Hypostomus goyazensis,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48911,Hypostomus gymnorhynchus,Loricariidae,24.030000686645508,0.0161,3.14
62622,Hypostomus hemicochliodon,Loricariidae,24.030000686645508,0.0056,3.22
48153,Hypostomus hemiurus,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
64676,Hypostomus heraldoi,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48912,Hypostomus hermanni,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
49938,Hypostomus holostictus,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
49405,Hypostomus hondae,Loricariidae,24.030000686645508,0.0499,2.7435
57604,Hypostomus hoplonites,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48915,Hypostomus iheringii,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48916,Hypostomus interruptus,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
53517,Hypostomus isbrueckeri,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
49939,Hypostomus itacua,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
67162,Hypostomus jaguar,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48917,Hypostomus jaguribensis,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48919,Hypostomus johnii,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
67657,Hypostomus khimaera,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
65399,Hypostomus kopeyaka,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
67389,Hypostomus kuarup,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48921,Hypostomus laplatae,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
57605,Hypostomus latifrons,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48922,Hypostomus latirostris,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
68252,Hypostomus leucophaeus,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48923,Hypostomus levis,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48924,Hypostomus lexi,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48925,Hypostomus lima,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48926,Hypostomus longiradiatus,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
66253,Hypostomus luetkeni,Loricariidae,24.030000686645508,0.039,2.81
57610,Hypostomus luteomaculatus,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
53516,Hypostomus luteus,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48155,Hypostomus macrophthalmus,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48929,Hypostomus macrops,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
62154,Hypostomus macushi,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48932,Hypostomus margaritifer,Loricariidae,24.030000686645508,0.01677,2.9
68211,Hypostomus melanephelis,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48933,Hypostomus meleagris,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48154,Hypostomus micromaculatus,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
57620,Hypostomus microstomus,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
63841,Hypostomus multidens,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
61589,Hypostomus mutucae,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48935,Hypostomus myersi,Loricariidae,24.030000686645508,0.0266,3.06
48936,Hypostomus nematopterus,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48937,Hypostomus niceforoi,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48156,Hypostomus nickeriensis,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48938,Hypostomus niger,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48939,Hypostomus nigromaculatus,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
66910,Hypostomus nigropunctatus,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48940,Hypostomus nudiventris,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
48941,Hypostomus obtusirostris,Loricariidae,24.030000686645508,0.025229375000000002,2.942464166666667
